feature_id,cohort,band_low,band_high,direction
ttr_NNG_MTLD,ALL,18.809306736530672,30.268883438422908,up
ttr_NNG_RTTR,ALL,4.102580752546966,5.151777977216275,up
ttr_NNG_TTR,ALL,0.5606235768085479,0.6470588235294118,down
ttr_NNG_VOCDD,ALL,5.352082664110149,32.29421938673924,up
ttr_NNP_CTTR,ALL,0.0,0.7071067811865475,neutral
ttr_NNP_HDD,ALL,0.0,0.0,neutral
ttr_NNP_MATTR,ALL,0.0,0.6666666666666666,neutral
ttr_NNP_MSTTR,ALL,0.0,0.6666666666666666,neutral
ttr_NNP_MTLD,ALL,0.0,0.0,neutral
ttr_NNP_RTTR,ALL,0.0,1.0,neutral
ttr_NNP_TTR,ALL,0.0,0.6666666666666666,neutral
ttr_NNP_VOCDD,ALL,0.0,0.0,neutral
ttr_NN_CTTR,ALL,3.04255531702266,3.780371514971616,up
ttr_NN_HDD,ALL,0.6092795930849327,0.7095794239245452,up
ttr_NN_MATTR,ALL,0.5898151582986887,0.6778583138173301,up
ttr_NN_MSTTR,ALL,0.5800000000000001,0.6799999999999999,up
ttr_NN_MTLD,ALL,20.119281033513168,30.545614097348555,up
ttr_NN_RTTR,ALL,4.302822993603817,5.346252667281783,up
ttr_NN_TTR,ALL,0.5294117647058824,0.6103896103896104,down
ttr_NN_VOCDD,ALL,17.715651903804616,35.2450142691622,up
ttr_NP_CTTR,ALL,0.7844645405527362,1.060660171779821,up
ttr_NP_HDD,ALL,0.0,0.0,neutral
ttr_NP_MATTR,ALL,0.5,0.75,down
ttr_NP_MSTTR,ALL,0.5,0.75,down
ttr_NP_MTLD,ALL,2.52,4.536,up
ttr_NP_RTTR,ALL,1.109400392450458,1.5,up
ttr_NP_TTR,ALL,0.5,0.75,down
ttr_NP_VOCDD,ALL,0.0,0.0,neutral
ttr_NR_CTTR,ALL,0.0,0.5,neutral
ttr_NR_HDD,ALL,0.0,0.0,neutral
ttr_NR_MATTR,ALL,0.0,0.5,neutral
ttr_NR_MSTTR,ALL,0.0,0.5,neutral
ttr_NR_MTLD,ALL,0.0,0.0,neutral
ttr_NR_RTTR,ALL,0.0,0.7071067811865475,neutral
ttr_NR_TTR,ALL,0.0,0.5,neutral
ttr_NR_VOCDD,ALL,0.0,0.0,neutral
ttr_N_CTTR,ALL,3.165869118066518,3.9072276996284843,up
ttr_N_HDD,ALL,0.6282818434547239,0.7193316277807723,up
ttr_N_MATTR,ALL,0.5990259638080255,0.6829268292682927,up
ttr_N_MSTTR,ALL,0.6,0.68,neutral
ttr_N_MTLD,ALL,21.69230769230769,32.43781698573512,up
ttr_N_RTTR,ALL,4.477215043467819,5.525654404094433,up
ttr_N_TTR,ALL,0.5256410256410257,0.6031746031746031,down
ttr_N_VOCDD,ALL,20.75783220368199,37.92872519090658,up
ttr_VA_CTTR,ALL,1.565247584249853,1.870828693386971,up
ttr_VA_HDD,ALL,0.0,0.0,neutral
ttr_VA_MATTR,ALL,0.5652173913043478,0.6923076923076923,down
ttr_VA_MSTTR,ALL,0.5652173913043478,0.6923076923076923,down
ttr_VA_MTLD,ALL,9.633416698730281,12.72,up
ttr_VA_RTTR,ALL,2.213594362117866,2.64575131106459,up
ttr_VA_TTR,ALL,0.5652173913043478,0.6923076923076923,down
ttr_VA_VOCDD,ALL,0.0,0.0,neutral
ttr_VV_CTTR,ALL,2.474873734152916,3.010986173307519,up
ttr_VV_HDD,ALL,0.0,0.5337604267432373,neutral
ttr_VV_MATTR,ALL,0.6153846153846154,0.7083333333333334,up
ttr_VV_MSTTR,ALL,0.6153846153846154,0.7083333333333334,up
ttr_VV_MTLD,ALL,16.902616861678293,27.104,up
ttr_VV_RTTR,ALL,3.5,4.258177482409359,up
ttr_VV_TTR,ALL,0.6111111111111112,0.7049180327868853,up
ttr_VV_VOCDD,ALL,0.0,0.0,neutral
ttr_V_CTTR,ALL,2.919201796799047,3.412500738508723,up
ttr_V_HDD,ALL,0.5881190464744139,0.658779427786631,up
ttr_V_MATTR,ALL,0.5711111111111112,0.6378983666061709,up
ttr_V_MSTTR,ALL,0.56,0.64,up
ttr_V_MTLD,ALL,19.178399144881272,25.927648214350494,up
ttr_V_RTTR,ALL,4.12837477233712,4.826004826007239,up
ttr_V_TTR,ALL,0.5151515151515151,0.5833333333333334,down
ttr_V_VOCDD,ALL,15.88912201382804,25.867009117978846,up
ttr_X_CTTR,ALL,0.7071067811865475,0.9045340337332909,up
ttr_X_HDD,ALL,0.0,0.0,neutral
ttr_X_MATTR,ALL,0.3333333333333333,0.5,neutral
ttr_X_MSTTR,ALL,0.3333333333333333,0.5,neutral
ttr_X_MTLD,ALL,2.744,5.025641025641026,up
ttr_X_RTTR,ALL,1.0,1.279204298133663,neutral
ttr_X_TTR,ALL,0.3333333333333333,0.5,neutral
ttr_X_VOCDD,ALL,0.0,0.0,neutral
ttr_lemma_CTTR,ALL,5.026745510373999,5.68827266066894,up
ttr_lemma_Cnt,ALL,279.0,377.0,up
ttr_lemma_HDD,ALL,0.7834860316041258,0.8076185761592884,up
ttr_lemma_MATTR,ALL,0.7487174480785971,0.7768891191709841,up
ttr_lemma_MSTTR,ALL,0.7457142857142858,0.776,up
ttr_lemma_MTLD,ALL,54.95204537667168,65.03580890730329,up
ttr_lemma_RTTR,ALL,7.108891675368977,8.044432343194106,up
ttr_lemma_TTR,ALL,0.4152542372881356,0.4615384615384616,down
ttr_lemma_VOCDD,ALL,59.452325408763734,71.0627332238281,up
