feature_id,cohort,band_low,band_high,direction
ttr_NNB_TTR,ALL,0.380952388048172,0.5384615659713745,down
ttr_NNB_VOCDD,ALL,0.0,0.0,neutral
ttr_NNG_CTTR,ALL,2.8388748168945312,3.6167776584625244,up
ttr_NNG_HDD,ALL,0.5554711818695068,0.6987343430519104,up
ttr_NNG_MATTR,ALL,0.5950000286102295,0.6895188093185425,up
ttr_NNG_MSTTR,ALL,0.5916514992713928,0.6800000071525574,neutral
ttr_NNG_MTLD,ALL,18.419898986816406,29.740846633911133,up
ttr_NNG_RTTR,ALL,4.014775276184082,5.114896297454834,up
ttr_NNG_TTR,ALL,0.5555555820465088,0.644444465637207,down
ttr_NNG_VOCDD,ALL,0.0,31.28304100036621,up
ttr_NNP_CTTR,ALL,0.0,0.7071067690849304,neutral
ttr_NNP_HDD,ALL,0.0,0.0,neutral
ttr_NNP_MATTR,ALL,0.0,0.6466382741928101,neutral
ttr_NNP_MSTTR,ALL,0.0,0.6466382741928101,neutral
ttr_NNP_MTLD,ALL,0.0,0.0,neutral
ttr_NNP_RTTR,ALL,0.0,1.0,neutral
ttr_NNP_TTR,ALL,0.0,0.6466382741928101,neutral
ttr_NNP_VOCDD,ALL,0.0,0.0,neutral
ttr_NN_CTTR,ALL,2.993727922439575,3.752776861190796,up
ttr_NN_HDD,ALL,0.5987523198127747,0.7061154842376709,up
ttr_NN_MATTR,ALL,0.5853658318519592,0.6763636469841003,up
ttr_NN_MSTTR,ALL,0.5799999833106995,0.6764705777168274,up
ttr_NN_MTLD,ALL,19.81446647644043,30.23157501220703,up
ttr_NN_RTTR,ALL,4.233770370483398,5.307227611541748,up
ttr_NN_TTR,ALL,0.5263158082962036,0.6090909242630005,down
ttr_NN_VOCDD,ALL,16.423355102539062,34.530452728271484,up
ttr_NP_CTTR,ALL,0.75,1.0206207036972046,up
ttr_NP_HDD,ALL,0.0,0.0,neutral
ttr_NP_MATTR,ALL,0.5,0.75,up
ttr_NP_MSTTR,ALL,0.5,0.75,up
ttr_NP_MTLD,ALL,2.3333332538604736,4.480000019073486,up
ttr_NP_RTTR,ALL,1.0606601238250732,1.4433757066726685,up
ttr_NP_TTR,ALL,0.5,0.75,up
ttr_NP_VOCDD,ALL,0.0,0.0,neutral
ttr_NR_CTTR,ALL,0.0,0.5,neutral
ttr_NR_HDD,ALL,0.0,0.0,neutral
ttr_NR_MATTR,ALL,0.0,0.5,neutral
ttr_NR_MSTTR,ALL,0.0,0.5,neutral
ttr_NR_MTLD,ALL,0.0,0.0,neutral
ttr_NR_RTTR,ALL,0.0,0.7071067690849304,neutral
ttr_NR_TTR,ALL,0.0,0.5,neutral
ttr_NR_VOCDD,ALL,0.0,0.0,neutral
ttr_N_CTTR,ALL,3.1180477142333984,3.882901430130005,up
ttr_N_HDD,ALL,0.6207149624824524,0.7178388237953186,up
ttr_N_MATTR,ALL,0.5950000286102295,0.6822991371154785,up
ttr_N_MSTTR,ALL,0.5909090638160706,0.6800000071525574,neutral
ttr_N_MTLD,ALL,21.301054000854492,32.25529098510742,up
ttr_N_RTTR,ALL,4.409585475921631,5.4912519454956055,up
ttr_N_TTR,ALL,0.523809552192688,0.6029411554336548,down
ttr_N_VOCDD,ALL,19.58721160888672,37.48555374145508,up
ttr_VA_CTTR,ALL,1.5254255533218384,1.838477611541748,up
ttr_VA_HDD,ALL,0.0,0.0,neutral
ttr_VA_MATTR,ALL,0.5625,0.692307710647583,down
ttr_VA_MSTTR,ALL,0.5625,0.692307710647583,down
ttr_VA_MTLD,ALL,9.467391014099121,12.414999961853027,up
ttr_VA_RTTR,ALL,2.1572775840759277,2.5999999046325684,up
ttr_VA_TTR,ALL,0.5625,0.692307710647583,down
ttr_VA_VOCDD,ALL,0.0,0.0,neutral
ttr_VV_CTTR,ALL,2.433321237564087,2.9824044704437256,up
ttr_VV_HDD,ALL,0.0,0.5155038833618164,neutral
ttr_VV_MATTR,ALL,0.6153846383094788,0.7096773982048035,up
ttr_VV_MSTTR,ALL,0.6153846383094788,0.7083333134651184,neutral
ttr_VV_MTLD,ALL,16.506465911865234,26.759824752807617,up
ttr_VV_RTTR,ALL,3.4412360191345215,4.217756748199463,up
ttr_VV_TTR,ALL,0.6111111044883728,0.7058823704719543,neutral
ttr_VV_VOCDD,ALL,0.0,0.0,neutral
ttr_V_CTTR,ALL,2.8769822120666504,3.3853089809417725,up
ttr_V_HDD,ALL,0.5796023011207581,0.6556699275970459,up
ttr_V_MATTR,ALL,0.5692307949066162,0.637892484664917,up
ttr_V_MSTTR,ALL,0.5600000023841858,0.6399999856948853,up
ttr_V_MTLD,ALL,18.99867820739746,25.757286071777344,up
ttr_V_RTTR,ALL,4.068667411804199,4.78754997253418,up
ttr_V_TTR,ALL,0.515625,0.5857142806053162,down
ttr_V_VOCDD,ALL,14.769543647766113,25.345434188842773,up
ttr_X_CTTR,ALL,0.7071067690849304,0.8944271802902222,neutral
ttr_X_HDD,ALL,0.0,0.0,neutral
ttr_X_MATTR,ALL,0.3333333432674408,0.5454545617103577,neutral
ttr_X_MSTTR,ALL,0.3333333432674408,0.5454545617103577,neutral
ttr_X_MTLD,ALL,2.5199999809265137,4.7727274894714355,up
ttr_X_RTTR,ALL,1.0,1.2649110555648804,neutral
ttr_X_TTR,ALL,0.3333333432674408,0.5454545617103577,neutral
ttr_X_VOCDD,ALL,0.0,0.0,neutral
ttr_lemma_CTTR,ALL,4.974741458892822,5.648425579071045,up
ttr_lemma_Cnt,ALL,270.0,370.0,up
ttr_lemma_HDD,ALL,0.7817018628120422,0.8067263960838318,up
ttr_lemma_MATTR,ALL,0.7466314435005188,0.7755927443504333,up
ttr_lemma_MSTTR,ALL,0.7433333396911621,0.7749999761581421,up
ttr_lemma_MTLD,ALL,54.36436080932617,64.50367736816406,up
ttr_lemma_RTTR,ALL,7.035346984863281,7.98807954788208,up
ttr_lemma_TTR,ALL,0.4164694547653198,0.4644034504890442,down
ttr_lemma_VOCDD,ALL,58.63780975341797,70.52671813964844,up
